age,gender,marital_status,education_level,years_experience,skill_score,certifications,job_role,department,job_level,employment_type,remote_status,performance_score,projects_completed,overtime_hours,company_size,location,monthly_salary
56,Male,Single,High School,4.249910310016958,9,1,Product Manager,Data,Mid,Contract,Hybrid,2,5,7.7,Small,Johannesburg,1041704
39,Male,Married,Bachelor,6.418113601825127,2,3,Data Analyst,IT,Mid,Contract,Onsite,5,13,8.8,Large,Lagos,760989
46,Female,Single,bachelor ,10.719585778518464,7,0,Software Engineer,Data,Junior,Permanent,Hybrid,1,7,11.8,Medium,Johannesburg,907255
23,Female,Single,high school ,9.732516980240089,10,1,Product Manager,Security,Junior,Permanent,Onsite,5,4,8.6,Large,Johannesburg,1093331
39,Male,Married,PhD,4.788919947093483,1,0,IT Support,Engineering,Mid,Permanent,Hybrid,4,7,12.4,Large,Nairobi,616022
40,Female,Married,Bachelor,4.530014497344089,10,4,Product Manager,IT,Mid,Permanent,Remote,4,4,17.8,Small,Nairobi,1031469
52,Female,Married,bachelor ,0.13406335760401067,4,3,Software Engineer,IT,Junior,Permanent,Remote,3,5,5.7,Large,Nairobi,352509
27,Male,Single,Master,5.282354665670543,10,5,Software Engineer,Engineering,Junior,Permanent,Hybrid,3,5,16.3,Large,Lagos,913548
53,Male,Single,Master,0.056844278245933744,7,4,Software Engineer,Engineering,Junior,Permanent,Hybrid,2,2,8.4,Large,Kigali,762985
59,Male,Single,high school ,15.268278749544459,3,0,Data Analyst,Engineering,Mid,Permanent,Remote,1,5,8.7,Medium,Lagos,1240228
38,Male,Married,Master,3.5795273725331596,3,3,Data Scientist,Security,Junior,Permanent,Onsite,5,6,8.7,Small,Johannesburg,485318
21,Male,Married,bachelor ,11.43592342125287,4,1,DevOps Engineer,Engineering,Junior,Permanent,Hybrid,3,2,10.6,Small,Lagos,1094092
31,Other,Single,BSc,14.272424831567962,8,4,DevOps Engineer,Product,Junior,Permanent,Onsite,4,5,0.4,Small,Nairobi,1341780
48,Female,Married,MSc,7.864805634111954,3,3,Data Analyst,IT,Senior,Permanent,Onsite,4,5,11.7,Medium,Nairobi,1124433
45,Female,Single,MSc,6.599942974452374,8,3,IT Support,Security,Junior,Permanent,Onsite,3,2,6,Small,Johannesburg,795226
43,Female,Married,Master,1.71053897577967,10,0,Software Engineer,Security,Mid,Permanent,Remote,4,8,12.5,Small,Kigali,935413
51,Female,Single,Master,4.981599513404897,9,5,Data Scientist,Product,Mid,Permanent,Remote,1,7,14.1,Large,Nairobi,1098246
50,Male,Single,Master,13.415860191476103,8,4,IT Support,Product,Mid,Permanent,Hybrid,1,4,15.9,Medium,Nairobi,1162638
55,Male,Single,bachelor ,8.405010518489076,8,5,Product Manager,Data,Mid,Permanent,Hybrid,2,8,10.2,Medium,Lagos,1267584
27,Female,Single,Bachelor,7.11339282983535,9,1,DevOps Engineer,IT,Mid,Permanent,Remote,1,8,2.1,Large,Johannesburg,1306986
36,Male,Married,High School,12.248492836702649,4,2,Data Scientist,IT,Junior,Contract,Onsite,3,5,3,Small,Nairobi,1087678
46,Male,Married,Bachelor,9.785162193822863,3,0,Data Analyst,Security,Mid,Permanent,Hybrid,3,5,5.9,Medium,Kigali,707770
22,Female,Married,Bachelor,6.408507408880949,8,5,Software Engineer,IT,Junior,Permanent,Hybrid,1,8,13,Medium,Lagos,922824
21,Female,Married,ph.d,7.865023342694388,1,3,Data Scientist,IT,Junior,Permanent,Remote,3,3,12.2,Large,Johannesburg,884815
32,Male,Single,Bachelor,3.9277398502747705,10,4,IT Support,Engineering,Senior,Permanent,Hybrid,2,2,13.4,Large,Nairobi,1282933
25,Female,Married,PhD,4.755837414545654,1,2,Data Analyst,Operations,Mid,Permanent,Hybrid,2,5,9.5,Small,Kigali,611029
57,Male,Married,PhD,6.174805482965366,4,5,IT Support,Data,Junior,Permanent,Hybrid,4,8,6.7,Medium,Nairobi,869536
52,Female,Single,Bachelor,9.22988424949476,10,3,IT Support,Data,Mid,Permanent,Onsite,2,9,5.6,Large,Kigali,979312
29,Male,Single,Master,2.010548109239818,3,4,DevOps Engineer,Engineering,Senior,Permanent,Remote,5,7,9.3,Small,Kigali,1284378
55,Female,Married,PhD,7.304961321690914,10,4,Software Engineer,Product,Junior,Contract,Onsite,1,5,10.3,Medium,Nairobi,1036297
39,Male,Single,PhD,5.440551359747743,2,2,Data Scientist,Operations,Senior,Contract,Remote,3,4,14.9,Medium,Nairobi,1125553
36,Female,Married,ph.d,3.3962831261351814,9,3,IT Support,Data,Mid,Permanent,Onsite,3,5,8.2,Large,Johannesburg,956796
23,Male,Single,ph.d,5.462033802033382,5,2,Data Analyst,Product,Mid,Contract,Hybrid,2,3,1.9,Large,Nairobi,1053547
40,Male,Married,PhD,,3,1,IT Support,IT,Senior,Permanent,Onsite,2,5,9,Small,Johannesburg,722527
44,Male,Married,MSc,3.969645303886483,9,0,IT Support,Security,Junior,Permanent,Onsite,2,3,7.3,Large,Kigali,657313
53,Male,Single,Bachelor,2.602052471696176,8,0,Data Analyst,Operations,Junior,Permanent,Remote,3,4,15,Large,Kigali,593213
44,Male,Single,MSc,5.880335829596943,4,1,Product Manager,Operations,Junior,Permanent,Hybrid,5,6,6.2,Medium,Kigali,569911
31,Male,Single,bachelor ,,10,3,IT Support,Security,Senior,Permanent,Remote,3,6,12.2,Small,Kigali,1219189
28,Female,Single,high school ,7.763570974037877,5,2,Data Analyst,IT,Junior,Contract,Hybrid,2,6,9.4,Large,Nairobi,946709
56,Female,Married,PhD,10.637693185627452,5,0,Software Engineer,Data,Junior,Permanent,Hybrid,5,9,7.4,Small,Nairobi,1070559
58,Male,Single,high school ,6.530814511080404,8,1,Data Scientist,Operations,Mid,Permanent,Hybrid,2,3,8.9,Large,Johannesburg,942414
40,Female,Married,High School,8.995167493617506,7,4,Data Analyst,Engineering,Junior,Permanent,Onsite,5,6,7,Small,Nairobi,801842
55,Male,Single,BSc,4.949077774395028,3,5,Data Analyst,Engineering,Junior,Contract,Onsite,2,1,12.4,Small,Johannesburg,718892
45,Male,Married,ph.d,0.7815155048965057,6,5,Data Scientist,Engineering,Junior,Permanent,Hybrid,5,3,2,Medium,Nairobi,617015
55,Male,Married,BSc,7.006765285142611,6,0,Data Analyst,Security,Senior,Permanent,Remote,1,1,6.7,Small,Johannesburg,1124406
45,Female,Single,high school ,9.721513507940875,2,0,Product Manager,Operations,Senior,Contract,Remote,5,5,15,Medium,Lagos,1093358
49,Male,Married,bachelor ,1.70244749756937,1,1,Software Engineer,Data,Mid,Contract,Onsite,2,7,2.8,Large,Johannesburg,597010
38,Other,Married,PhD,5.139090894712659,7,2,Product Manager,Security,Junior,Permanent,Remote,4,10,12.6,Medium,Lagos,902556
38,Male,Single,MSc,6.0115343963823324,3,0,IT Support,Product,Mid,Permanent,Hybrid,2,7,13.4,Small,Lagos,663395
22,Male,Married,BSc,18.405630581139782,5,2,DevOps Engineer,Data,Junior,Permanent,Remote,4,5,8,Small,Nairobi,1237107
55,Male,Single,bachelor ,7.893484778879567,8,5,Software Engineer,Product,Senior,Contract,Hybrid,3,5,6.7,Medium,Nairobi,1391338
36,Female,Single,BSc,,5,1,IT Support,Operations,Mid,Permanent,Remote,5,4,8.8,Small,Kigali,3091173
56,Female,Married,MSc,,5,4,Data Scientist,IT,Junior,Contract,Onsite,5,4,0.7,Medium,Nairobi,779676
53,Female,Married,BSc,9.921995321,5,0,Data Analyst,Product,Junior,Permanent,Remote,2,8,0.6,Medium,Lagos,1035301
24,Female,Married,PhD,16.940127903986117,7,5,Data Analyst,Product,Mid,Contract,Onsite,3,8,5.9,Large,Nairobi,1596187
53,Female,Single,MSc,5.876102061597124,2,2,Software Engineer,Data,Senior,Permanent,Remote,2,3,10.6,Large,Lagos,1098873
34,Female,Divorced,MSc,5.636721631765963,1,2,DevOps Engineer,Operations,Senior,Permanent,Onsite,1,5,8.3,Small,Lagos,877479
41,Male,Married,ph.d,8.723096704790384,4,5,DevOps Engineer,Data,Junior,Permanent,Remote,1,5,8.4,Large,Kigali,899116
40,Female,Married,PhD,3.8068143666195646,5,5,Data Analyst,Operations,Senior,Permanent,Hybrid,4,5,7.7,Large,Lagos,843853
28,Male,Single,PhD,,7,3,Data Analyst,Product,Junior,Permanent,Remote,5,4,6.3,Large,Nairobi,971550
27,Female,Married,Master,11.149057557102745,1,2,IT Support,IT,Junior,Permanent,Remote,4,9,20.8,Medium,Kigali,631492
23,Female,Married,MSc,4.547271486392682,9,5,Product Manager,Security,Junior,Permanent,Remote,4,5,13.8,Large,Kigali,926988
37,Female,Single,PhD,11.200471463285485,10,5,Data Analyst,Operations,Junior,Permanent,Hybrid,5,9,2.6,Medium,Lagos,1155154
53,Male,Divorced,BSc,3.956052838757279,4,5,IT Support,Product,Junior,Permanent,Hybrid,1,3,6.8,Medium,Johannesburg,684568
32,Female,Single,high school ,7.487116509842153,6,2,Product Manager,Security,Junior,Permanent,Onsite,4,3,5.8,Medium,Lagos,839223
42,Female,Single,MSc,10.419327789954778,1,1,Data Analyst,Security,Senior,Permanent,Remote,5,6,11.1,Medium,Lagos,1213019
42,Male,Married,Bachelor,11.28140380428749,9,2,Software Engineer,IT,Junior,Contract,Hybrid,1,1,6.1,Large,Kigali,905705
50,Male,Divorced,PhD,7.9319546699256955,4,3,Software Engineer,Data,Mid,Permanent,Onsite,5,2,14.3,Small,Kigali,872814
58,Female,Single,Master,7.732956383195999,5,4,Software Engineer,Data,Mid,Permanent,Remote,5,7,10.1,Medium,Johannesburg,1052900
58,Female,Single,bachelor ,9.478824720716446,8,3,Data Scientist,Operations,Senior,Contract,Hybrid,2,5,8.4,Medium,Johannesburg,1626635
28,Male,Married,high school ,8.856678137576608,6,5,Software Engineer,Operations,Junior,Permanent,Hybrid,1,2,12.5,Large,Kigali,952630
47,Male,Married,MSc,1.8352778633147473,10,4,Data Analyst,Operations,Junior,Permanent,Remote,4,4,7.5,Large,Johannesburg,898152
47,Male,Married,High School,1.911670582784632,3,0,Data Analyst,Data,Senior,Permanent,Hybrid,5,4,5.8,Large,Lagos,973054
54,Male,Married,MSc,,10,4,DevOps Engineer,Operations,Mid,Permanent,Onsite,2,4,11.9,Large,Nairobi,1084666
41,Female,Married,MSc,10.066032003358586,8,4,Software Engineer,Product,Junior,Permanent,Onsite,3,3,11.5,Large,Johannesburg,1157688
50,Female,Single,Bachelor,5.417080905155999,6,5,DevOps Engineer,Security,Junior,Permanent,Hybrid,3,7,4.4,Small,Johannesburg,999564
53,Female,Divorced,bachelor ,10.280788981505207,2,5,Software Engineer,Engineering,Junior,Permanent,Hybrid,2,10,7.2,Medium,Kigali,914466
48,Male,Single,bachelor ,8.614842293817963,5,3,IT Support,Engineering,Mid,Contract,Hybrid,1,4,14.6,Large,Johannesburg,849016
53,Female,Married,bachelor ,2.990293273716122,3,1,Product Manager,Operations,Mid,Permanent,Onsite,3,6,7.9,Medium,Johannesburg,1032569
25,Male,Single,ph.d,6.519110265860884,4,1,Software Engineer,Product,Mid,Permanent,Onsite,4,11,15.8,Small,Kigali,863445
39,Male,Single,Master,5.180711793343631,9,4,IT Support,Product,Senior,Permanent,Hybrid,2,6,7.8,Small,Nairobi,914977
24,Male,Married,ph.d,4.563106078945751,3,3,Data Analyst,Product,Mid,Permanent,Onsite,5,2,15.6,Small,Kigali,754650
55,Male,Divorced,bachelor ,10.661149301973126,5,1,Software Engineer,Security,Junior,Permanent,Remote,2,3,7.2,Medium,Johannesburg,977471
37,Male,Married,MSc,17.04297388219069,8,1,IT Support,IT,Junior,Permanent,Onsite,4,4,10.9,Large,Johannesburg,1059422
48,Male,Married,ph.d,11.46481456697419,9,3,IT Support,Security,Junior,Permanent,Hybrid,2,7,13.8,Medium,Kigali,1088125
50,Male,Single,Bachelor,6.892174530570385,7,4,Product Manager,Product,Junior,Permanent,Onsite,4,6,9.5,Large,Nairobi,852584
49,Male,Married,Bachelor,12.038031039824496,4,5,Data Analyst,Data,Senior,Permanent,Remote,4,4,10.9,Medium,Kigali,1459765
26,Female,Single,Master,13.851610601243213,9,0,Product Manager,Data,Junior,Permanent,Hybrid,2,6,6.8,Small,Lagos,1103079
55,Male,Single,PhD,1.4305168707588116,2,3,Product Manager,Product,Mid,Permanent,Onsite,2,4,7.3,Large,Kigali,631974
57,Female,Single,High School,11.89941904545012,2,5,DevOps Engineer,Engineering,Junior,Permanent,Remote,2,10,10.9,Large,Nairobi,1015674
44,Male,Married,bachelor ,10.07872807497282,4,3,DevOps Engineer,IT,Junior,Contract,Onsite,5,10,13.6,Small,Kigali,1089105
49,Female,Divorced,PhD,11.752476226626,2,3,Product Manager,Security,Mid,Permanent,Remote,5,3,4.1,Small,Lagos,1031381
51,Female,Married,Master,10.253149824067602,3,4,Data Analyst,Data,Mid,Permanent,Remote,4,0,3.7,Large,Lagos,1007701
55,Female,Single,high school ,6.089083969863437,5,4,Software Engineer,Data,Junior,Permanent,Onsite,3,6,3.1,Large,Nairobi,776162
53,Female,Single,PhD,15.131482576731068,3,5,Product Manager,Data,Senior,Permanent,Hybrid,2,6,10.7,Large,Kigali,1389893
41,Male,Married,High School,8.358394434328595,1,3,Data Scientist,Security,Mid,Permanent,Remote,3,5,11,Medium,Kigali,957235
52,Male,Single,High School,5.262691917222987,3,1,Data Analyst,IT,Junior,Contract,Hybrid,1,7,9.2,Medium,Lagos,762269
43,Male,Single,MSc,9.023912060161496,6,0,IT Support,Product,Senior,Permanent,Remote,1,2,3.6,Small,Nairobi,1126904
53,Male,Married,Bachelor,10.889583606911442,3,5,IT Support,IT,Junior,Permanent,Remote,2,4,9.5,Medium,Johannesburg,771987
23,Male,Divorced,PhD,7.379044303447984,9,2,Data Analyst,Product,Mid,Permanent,Remote,1,3,19.6,Small,Johannesburg,956438
38,Female,Single,ph.d,8.572545534088901,3,3,IT Support,Operations,Mid,Permanent,Hybrid,3,5,13.6,Medium,Kigali,670514
45,Female,Single,PhD,7.353468328414605,3,3,Data Analyst,Data,Senior,Contract,Onsite,1,4,8.1,Large,Nairobi,1228103
51,Female,Married,High School,4.359697067597426,3,4,Software Engineer,Security,Junior,Permanent,Remote,2,5,14,Large,Lagos,735268
23,Female,Married,High School,3.7127021654889165,5,4,DevOps Engineer,Engineering,Senior,Permanent,Onsite,4,7,12.1,Small,Johannesburg,1074820
44,Female,Married,Master,1.3887348537136512,7,2,DevOps Engineer,IT,Mid,Permanent,Remote,5,3,5.6,Medium,Johannesburg,855042
52,Female,Single,High School,13.07208013618698,5,5,Data Analyst,Security,Senior,Permanent,Remote,5,7,12.3,Small,Johannesburg,1338782
42,Female,Single,PhD,6.106331007481355,9,4,Software Engineer,IT,Senior,Permanent,Remote,5,2,9.2,Small,Lagos,1415904
43,Male,Divorced,Master,,6,4,Data Analyst,Security,Senior,Permanent,Remote,4,1,11.6,Large,Johannesburg,1219505
22,Male,Single,BSc,8.586132317118036,1,5,Product Manager,Data,Junior,Permanent,Onsite,1,8,20.8,Small,Nairobi,943725
47,Female,Married,Master,8.50330841802921,9,1,Data Scientist,Data,Mid,Permanent,Onsite,5,7,3.7,Large,Johannesburg,1099525
22,Female,Single,bachelor ,,3,0,Software Engineer,Security,Senior,Permanent,Hybrid,3,7,8.7,Medium,Lagos,1152009
46,Female,Married,High School,3.670415166666951,8,1,Data Scientist,Engineering,Mid,Contract,Remote,1,6,12,Medium,Johannesburg,975727
37,Male,Married,MSc,3.4948438617562836,3,3,IT Support,Engineering,Mid,Permanent,Onsite,4,4,0,Small,Johannesburg,640766
53,Female,Single,ph.d,4.030929236830895,8,1,Software Engineer,Data,Junior,Permanent,Onsite,5,5,9.6,Large,Lagos,456220
29,Male,Married,bachelor ,11.851103446814282,4,5,IT Support,Security,Senior,Permanent,Onsite,1,4,14.1,Large,Lagos,1455968
59,Male,Single,bachelor ,6.404489807732654,1,2,Product Manager,Product,Senior,Permanent,Onsite,4,7,21.3,Large,Johannesburg,1158431
49,Male,Divorced,ph.d,5.2910604607353955,6,1,DevOps Engineer,Data,Senior,Permanent,Hybrid,2,5,0,Medium,Johannesburg,1231599
46,Male,Single,bachelor ,11.489559768882375,7,4,Product Manager,Engineering,Mid,Permanent,Remote,5,4,10,Large,Kigali,1144792
55,Male,Single,bachelor ,8.981390980734822,8,2,Software Engineer,Data,Senior,Contract,Remote,2,4,0.2,Large,Nairobi,1359103
45,Male,Single,PhD,0.03608696809380341,6,2,Software Engineer,Engineering,Junior,Permanent,Remote,2,1,15.8,Small,Johannesburg,574335
44,Male,Married,bachelor ,4.533505443328388,1,3,Data Scientist,Operations,Senior,Permanent,Onsite,5,2,7.7,Medium,Lagos,1041869
33,Male,Married,ph.d,8.287848348535784,5,3,IT Support,Product,Senior,Permanent,Remote,3,2,11.6,Small,Johannesburg,917757
27,Female,Single,PhD,3.2644394639518675,9,4,Data Scientist,Security,Senior,Permanent,Hybrid,2,4,15.9,Medium,Kigali,1227137
56,Female,Married,BSc,15.118219153684526,3,0,Software Engineer,Engineering,Mid,Permanent,Hybrid,4,6,20.4,Large,Lagos,1246596
40,Male,Married,ph.d,7.451515054610335,5,2,DevOps Engineer,Security,Senior,Contract,Onsite,3,7,14.8,Large,Nairobi,1197073
21,Male,Married,PhD,3.9864946416899003,6,4,Data Scientist,IT,Junior,Contract,Onsite,2,2,4.5,Large,Johannesburg,813168
28,Female,Married,bachelor ,2.5082254266558017,5,3,Software Engineer,IT,Junior,Permanent,Remote,2,5,10.8,Medium,Kigali,636847
36,Male,Married,bachelor ,10.710110352142811,4,3,Data Analyst,Security,Senior,Permanent,Hybrid,5,7,10.1,Small,Kigali,1295161
34,Male,Married,High School,4.4085522520241724,2,0,IT Support,Product,Mid,Permanent,Onsite,5,5,17.7,Small,Lagos,553135
32,Female,Single,bachelor ,8.519696713166828,5,2,Product Manager,Product,Junior,Permanent,Remote,1,3,12.2,Medium,Johannesburg,872434
43,Female,Single,PhD,2.3939225725022677,10,2,Product Manager,IT,Junior,Permanent,Hybrid,5,8,16.8,Small,Johannesburg,730641
35,Male,Divorced,BSc,7.280791166098013,1,4,Data Scientist,Security,Mid,Permanent,Onsite,5,8,19.5,Medium,Lagos,827707
48,Male,Single,Master,4.456456408466154,1,0,DevOps Engineer,Security,Senior,Contract,Onsite,1,3,3.2,Medium,Kigali,803269
54,Male,Single,bachelor ,5.738422346099785,8,1,Product Manager,Security,Junior,Contract,Remote,3,5,0.9,Medium,Nairobi,750384
22,Female,Married,BSc,3.8148767984581715,4,4,Data Analyst,Security,Mid,Permanent,Onsite,1,6,21.9,Small,Lagos,762498
52,Male,Single,PhD,11.102505111233082,1,2,Data Analyst,Security,Senior,Permanent,Onsite,5,8,13.3,Medium,Nairobi,1100334
43,Male,Married,ph.d,5.035984099502695,2,4,Data Scientist,Operations,Senior,Permanent,Remote,3,5,12.5,Large,Nairobi,1037013
42,Male,Married,Bachelor,6.426171220321192,5,4,Product Manager,Operations,Mid,Permanent,Onsite,1,3,13.4,Small,Kigali,858786
45,Female,Divorced,bachelor ,6.619430876805024,7,4,Product Manager,Engineering,Mid,Permanent,Onsite,1,5,9.5,Medium,Lagos,1022691
42,Female,Single,High School,13.449080486534513,5,4,Software Engineer,Product,Mid,Permanent,Onsite,1,3,2.4,Medium,Lagos,1146548
42,Female,Single,BSc,10.561234349565598,10,2,Data Scientist,IT,Mid,Permanent,Onsite,5,9,0.8,Small,Kigali,1228096
26,Female,Married,bachelor ,10.162723033111837,6,0,Software Engineer,Security,Junior,Permanent,Remote,2,2,10,Small,Nairobi,1173614
35,Male,Single,Master,0.6884535078947938,7,0,Data Analyst,Security,Junior,Permanent,Remote,1,4,10.6,Large,Kigali,496702
57,Female,Married,Master,4.374430449589843,3,3,DevOps Engineer,Product,Mid,Permanent,Remote,3,8,11.3,Small,Johannesburg,957635
53,Female,Married,Master,11.75447486331566,10,5,Data Scientist,IT,Junior,Permanent,Hybrid,5,3,8.9,Small,Lagos,1307227
28,Male,Single,Bachelor,2.316276738313401,5,3,DevOps Engineer,IT,Junior,Permanent,Onsite,3,6,14.1,Medium,Lagos,803420
25,Female,Married,MSc,7.336054192486919,8,1,Software Engineer,Engineering,Senior,Contract,Onsite,2,2,12.3,Medium,Kigali,1073547
59,Female,Married,Bachelor,2.7389539829568443,6,0,DevOps Engineer,Product,Junior,Permanent,Hybrid,3,2,0,Large,Kigali,740738
24,Female,Single,Master,3.1403709783623732,2,4,Data Analyst,Operations,Junior,Permanent,Hybrid,1,5,10.9,Large,Nairobi,386370
26,Male,Single,High School,13.723142611456815,9,5,DevOps Engineer,Product,Mid,Permanent,Hybrid,3,8,23,Small,Kigali,1345435
52,Female,Single,PhD,9.877082566305553,2,3,Product Manager,IT,Junior,Contract,Onsite,3,9,13.7,Medium,Lagos,1090814
50,Female,Single,MSc,10.93256091117835,6,4,Data Scientist,Operations,Mid,Permanent,Hybrid,5,4,4.1,Large,Kigali,1077288
55,Male,Married,ph.d,10.134965920655116,2,1,Software Engineer,IT,Junior,Permanent,Remote,3,6,5.2,Small,Lagos,722172
36,Male,Single,Bachelor,6.442846551081991,10,0,DevOps Engineer,Product,Mid,Contract,Hybrid,4,8,3.4,Small,Lagos,1120899
33,Male,Single,PhD,4.233613168384411,7,2,DevOps Engineer,IT,Senior,Permanent,Remote,4,2,11.2,Small,Kigali,1122750
50,Other,Married,high school ,5.391638962330028,1,1,IT Support,Security,Mid,Permanent,Hybrid,5,2,3.5,Large,Kigali,717374
39,Female,Married,ph.d,6.232694182453013,4,2,DevOps Engineer,Data,Junior,Contract,Remote,4,4,10.4,Small,Kigali,881237
37,Male,Single,High School,14.105144277311668,8,0,Product Manager,Operations,Senior,Permanent,Onsite,5,4,12.2,Small,Kigali,1449669
39,Male,Divorced,MSc,1.654574275881881,9,2,DevOps Engineer,Security,Junior,Permanent,Onsite,3,8,13.3,Small,Johannesburg,756258
48,Male,Single,High School,4.785354205524822,10,0,Software Engineer,Engineering,Mid,Permanent,Remote,5,8,4.2,Medium,Kigali,1141731
46,Female,Married,Master,3.34814653477847,3,4,Software Engineer,Data,Mid,Permanent,Remote,4,8,2.3,Medium,Kigali,950709
57,Male,Married,High School,11.22649279008192,9,1,Data Scientist,Security,Senior,Permanent,Hybrid,1,4,11.5,Medium,Nairobi,1537081
46,Female,Married,bachelor ,14.415153037356387,8,4,IT Support,IT,Mid,Permanent,Remote,1,3,10.4,Large,Nairobi,1143498
43,Female,Married,MSc,8.235145439305583,4,0,Product Manager,Product,Junior,Contract,Onsite,4,6,10.1,Large,Nairobi,763641
